Protein,Cluster
GCF_014899245_1_ASM1489924v1_genomic',cluster9
GCF_014899265_1_ASM1489926v1_genomic',cluster9
GCF_014899285_1_ASM1489928v1_genomic',cluster9
GCF_014899305_1_ASM1489930v1_genomic',cluster9
GCF_014899325_1_ASM1489932v1_genomic',cluster9
GCF_014899345_1_ASM1489934v1_genomic',cluster9
GCF_014899365_1_ASM1489936v1_genomic',cluster9
GCF_014899385_1_ASM1489938v1_genomic',cluster4
GCF_014899405_1_ASM1489940v1_genomic',cluster9
GCF_014899425_1_ASM1489942v1_genomic',cluster4
GCF_014899445_1_ASM1489944v1_genomic',cluster9
GCF_014899465_1_ASM1489946v1_genomic',cluster9
GCF_014899485_1_ASM1489948v1_genomic',cluster9
GCF_014899505_1_ASM1489950v1_genomic',cluster9
GCF_014899525_1_ASM1489952v1_genomic',cluster5
GCF_014899545_1_ASM1489954v1_genomic',cluster5
GCF_014899565_1_ASM1489956v1_genomic',cluster5
GCF_014899585_1_ASM1489958v1_genomic',cluster5
GCF_014899605_1_ASM1489960v1_genomic',cluster5
GCF_014899625_1_ASM1489962v1_genomic',cluster5
GCF_014899645_1_ASM1489964v1_genomic',cluster5
GCF_014899665_1_ASM1489966v1_genomic',cluster9
GCF_014899685_1_ASM1489968v1_genomic',cluster1
GCF_014899705_1_ASM1489970v1_genomic',cluster5
GCF_014899725_1_ASM1489972v1_genomic',cluster5
GCF_014899745_1_ASM1489974v1_genomic',cluster4
GCF_014899765_1_ASM1489976v1_genomic',cluster5
GCF_014899785_1_ASM1489978v1_genomic',cluster4
GCF_014899805_1_ASM1489980v1_genomic',cluster5
GCF_014899825_1_ASM1489982v1_genomic',cluster4
GCF_014899845_1_ASM1489984v1_genomic',cluster5
GCF_014899865_1_ASM1489986v1_genomic',cluster4
GCF_014899885_1_ASM1489988v1_genomic',cluster1
GCF_014899905_1_ASM1489990v1_genomic',cluster1
GCF_014899925_1_ASM1489992v1_genomic',cluster7
GCF_014899945_1_ASM1489994v1_genomic',cluster1
GCF_014899965_1_ASM1489996v1_genomic',cluster9
GCF_014899985_1_ASM1489998v1_genomic',cluster9
GCF_014900005_1_ASM1490000v1_genomic',cluster9
GCF_014900055_1_ASM1490005v1_genomic',cluster5
GCF_014900075_1_ASM1490007v1_genomic',cluster4
GCF_014900095_1_ASM1490009v1_genomic',cluster5
GCF_014900115_1_ASM1490011v1_genomic',cluster4
GCF_014900135_1_ASM1490013v1_genomic',cluster5
GCF_014900155_1_ASM1490015v1_genomic',cluster5
GCF_014900175_1_ASM1490017v1_genomic',cluster4
GCF_014900195_1_ASM1490019v1_genomic',cluster4
GCF_014900215_1_ASM1490021v1_genomic',cluster5
GCF_014900235_1_ASM1490023v1_genomic',cluster5
GCF_014900255_1_ASM1490025v1_genomic',cluster5
GCF_014900275_1_ASM1490027v1_genomic',cluster5
GCF_014900295_1_ASM1490029v1_genomic',cluster5
GCF_014900315_1_ASM1490031v1_genomic',cluster4
GCF_014900335_1_ASM1490033v1_genomic',cluster1
GCF_014900355_1_ASM1490035v1_genomic',cluster5
GCF_014900375_1_ASM1490037v1_genomic',cluster5
GCF_014900395_1_ASM1490039v1_genomic',cluster4
GCF_014900415_1_ASM1490041v1_genomic',cluster4
GCF_014900435_1_ASM1490043v1_genomic',cluster4
GCF_014900455_1_ASM1490045v1_genomic',cluster4
GCF_014900475_1_ASM1490047v1_genomic',cluster4
GCF_014900495_1_ASM1490049v1_genomic',cluster4
GCF_014900515_1_ASM1490051v1_genomic',cluster4
GCF_014900555_1_ASM1490055v1_genomic',cluster5
GCF_014900595_1_ASM1490059v1_genomic',cluster4
GCF_014900615_1_ASM1490061v1_genomic',cluster4
GCF_014900635_1_ASM1490063v1_genomic',cluster4
GCF_014900655_1_ASM1490065v1_genomic',cluster4
GCF_014900675_1_ASM1490067v1_genomic',cluster4
GCF_014900695_1_ASM1490069v1_genomic',cluster9
GCF_014900715_1_ASM1490071v1_genomic',cluster4
GCF_014900735_1_ASM1490073v1_genomic',cluster4
GCF_014900755_1_ASM1490075v1_genomic',cluster5
GCF_014900775_1_ASM1490077v1_genomic',cluster4
GCF_014900795_1_ASM1490079v1_genomic',cluster5
GCF_014900815_1_ASM1490081v1_genomic',cluster4
GCF_014900835_1_ASM1490083v1_genomic',cluster5
GCF_014900855_1_ASM1490085v1_genomic',cluster4
GCF_014900895_1_ASM1490089v1_genomic',cluster9
GCF_014900965_1_ASM1490096v1_genomic',cluster4
GCF_014901035_1_ASM1490103v1_genomic',cluster4
GCF_014901055_1_ASM1490105v1_genomic',cluster5
GCF_014901075_1_ASM1490107v1_genomic',cluster4
GCF_014901095_1_ASM1490109v1_genomic',cluster5
GCF_014901115_1_ASM1490111v1_genomic',cluster4
GCF_014901135_1_ASM1490113v1_genomic',cluster5
GCF_014901155_1_ASM1490115v1_genomic',cluster4
GCF_015482805_1_ASM1548280v1_genomic',cluster2
GCF_015627275_1_ASM1562727v1_genomic',cluster3
GCF_015686865_1_ASM1568686v1_genomic',cluster3
GCF_015686885_1_ASM1568688v1_genomic',cluster3
GCF_015686915_1_ASM1568691v1_genomic',cluster9
GCF_015686925_1_ASM1568692v1_genomic',cluster9
GCF_015686955_1_ASM1568695v1_genomic',cluster3
GCF_015686975_1_ASM1568697v1_genomic',cluster3
GCF_015686985_1_ASM1568698v1_genomic',cluster3
GCF_015687015_1_ASM1568701v1_genomic',cluster9
GCF_015687025_1_ASM1568702v1_genomic',cluster3
GCF_015687055_1_ASM1568705v1_genomic',cluster3
GCF_016917775_1_ASM1691777v1_genomic',cluster4
GCF_017164035_1_ASM1716403v1_genomic',cluster5
GCF_017164055_1_ASM1716405v1_genomic',cluster5
GCF_017813675_1_ASM1781367v1_genomic',cluster3
GCF_017897425_1_ASM1789742v1_genomic',cluster5
GCF_017897455_1_ASM1789745v1_genomic',cluster5
GCF_017897565_1_ASM1789756v1_genomic',cluster5
GCF_017901035_1_ASM1790103v1_genomic',cluster5
GCF_017901055_1_ASM1790105v1_genomic',cluster5
GCF_017901075_1_ASM1790107v1_genomic',cluster5
GCF_017901095_1_ASM1790109v1_genomic',cluster5
GCF_017901115_1_ASM1790111v1_genomic',cluster5
GCF_018109105_1_ASM1810910v1_genomic',cluster3
GCF_018109125_1_ASM1810912v1_genomic',cluster3
GCF_018109145_1_ASM1810914v1_genomic',cluster3
GCF_018109185_1_ASM1810918v1_genomic',cluster3
GCF_018109205_1_ASM1810920v1_genomic',cluster3
GCF_018109225_1_ASM1810922v1_genomic',cluster3
GCF_018109245_1_ASM1810924v1_genomic',cluster3
GCF_018109255_1_ASM1810925v1_genomic',cluster3
GCF_018109285_1_ASM1810928v1_genomic',cluster8
GCF_018109305_1_ASM1810930v1_genomic',cluster3
GCF_018109315_1_ASM1810931v1_genomic',cluster3
GCF_018109345_1_ASM1810934v1_genomic',cluster3
GCF_018109365_1_ASM1810936v1_genomic',cluster8
GCF_018109385_1_ASM1810938v1_genomic',cluster8
GCF_018271725_1_ASM1827172v1_genomic',cluster3
GCF_018305025_1_ASM1830502v1_genomic',cluster2
GCF_018305045_1_ASM1830504v1_genomic',cluster2
GCF_018596165_1_ASM1859616v1_genomic',cluster9
GCF_018596175_1_ASM1859617v1_genomic',cluster9
GCF_019075565_1_ASM1907556v1_genomic',cluster2
GCF_019075575_1_ASM1907557v1_genomic',cluster5
GCF_019166085_1_ASM1916608v1_genomic',cluster5
GCF_019454365_1_ASM1945436v1_genomic',cluster4
GCF_019661365_1_ASM1966136v1_genomic',cluster3
GCF_019661425_1_ASM1966142v1_genomic',cluster3
GCF_019661435_1_ASM1966143v1_genomic',cluster3
GCF_019661485_1_ASM1966148v1_genomic',cluster3
GCF_019661585_1_ASM1966158v1_genomic',cluster3
GCF_019661605_1_ASM1966160v1_genomic',cluster5
GCF_019670745_1_ASM1967074v1_genomic',cluster4
GCF_019898775_1_ASM1989877v1_genomic',cluster3
GCF_020035855_1_ASM2003585v1_genomic',cluster3
GCF_020177415_1_ASM2017741v1_genomic',cluster3
GCF_020536615_1_ASM2053661v1_genomic',cluster2
GCF_020536625_1_ASM2053662v1_genomic',cluster2
GCF_020536635_1_ASM2053663v1_genomic',cluster2
GCF_020536675_1_ASM2053667v1_genomic',cluster2
GCF_020683285_1_ASM2068328v1_genomic',cluster5
GCF_020683305_1_ASM2068330v1_genomic',cluster5
GCF_020683325_1_ASM2068332v1_genomic',cluster5
GCF_020683345_1_ASM2068334v1_genomic',cluster5
GCF_020683365_1_ASM2068336v1_genomic',cluster5
GCF_020683385_1_ASM2068338v1_genomic',cluster5
GCF_020683405_1_ASM2068340v1_genomic',cluster5
GCF_020683425_1_ASM2068342v1_genomic',cluster5
GCF_020683445_1_ASM2068344v1_genomic',cluster5
GCF_020683465_1_ASM2068346v1_genomic',cluster5
GCF_020683485_1_ASM2068348v1_genomic',cluster5
GCF_020683505_1_ASM2068350v1_genomic',cluster5
GCF_020683525_1_ASM2068352v1_genomic',cluster5
GCF_020683545_1_ASM2068354v1_genomic',cluster5
GCF_020683565_1_ASM2068356v1_genomic',cluster5
GCF_020683585_1_ASM2068358v1_genomic',cluster5
GCF_020683605_1_ASM2068360v1_genomic',cluster5
GCF_020683625_1_ASM2068362v1_genomic',cluster5
GCF_020683645_1_ASM2068364v1_genomic',cluster5
GCF_020683665_1_ASM2068366v1_genomic',cluster5
GCF_020683685_1_ASM2068368v1_genomic',cluster5
GCF_020683705_1_ASM2068370v1_genomic',cluster5
GCF_020683725_1_ASM2068372v1_genomic',cluster5
GCF_020683745_1_ASM2068374v1_genomic',cluster5
GCF_020683765_1_ASM2068376v1_genomic',cluster5
GCF_020683785_1_ASM2068378v1_genomic',cluster5
GCF_020683805_1_ASM2068380v1_genomic',cluster5
GCF_020683825_1_ASM2068382v1_genomic',cluster5
GCF_020683845_1_ASM2068384v1_genomic',cluster5
GCF_020683865_1_ASM2068386v1_genomic',cluster5
GCF_020683885_1_ASM2068388v1_genomic',cluster5
GCF_020683905_1_ASM2068390v1_genomic',cluster5
GCF_020683925_1_ASM2068392v1_genomic',cluster5
GCF_020683945_1_ASM2068394v1_genomic',cluster5
GCF_020683965_1_ASM2068396v1_genomic',cluster5
GCF_020683985_1_ASM2068398v1_genomic',cluster5
GCF_020684005_1_ASM2068400v1_genomic',cluster5
GCF_020684025_1_ASM2068402v1_genomic',cluster5
GCF_020684045_1_ASM2068404v1_genomic',cluster5
GCF_020684065_1_ASM2068406v1_genomic',cluster5
GCF_020684085_1_ASM2068408v1_genomic',cluster5
GCF_020684105_1_ASM2068410v1_genomic',cluster5
GCF_020684125_1_ASM2068412v1_genomic',cluster5
GCF_020684145_1_ASM2068414v1_genomic',cluster5
GCF_020684165_1_ASM2068416v1_genomic',cluster5
GCF_020684185_1_ASM2068418v1_genomic',cluster5
GCF_020684205_1_ASM2068420v1_genomic',cluster5
GCF_020684225_1_ASM2068422v1_genomic',cluster5
GCF_020684245_1_ASM2068424v1_genomic',cluster5
GCF_020684265_1_ASM2068426v1_genomic',cluster5
GCF_020684285_1_ASM2068428v1_genomic',cluster5
GCF_020684305_1_ASM2068430v1_genomic',cluster5
GCF_020684325_1_ASM2068432v1_genomic',cluster5
GCF_020684345_1_ASM2068434v1_genomic',cluster5
GCF_020684365_1_ASM2068436v1_genomic',cluster5
GCF_020684385_1_ASM2068438v1_genomic',cluster5
GCF_020684405_1_ASM2068440v1_genomic',cluster5
GCF_020684425_1_ASM2068442v1_genomic',cluster5
GCF_020684445_1_ASM2068444v1_genomic',cluster5
GCF_020684465_1_ASM2068446v1_genomic',cluster5
GCF_020684485_1_ASM2068448v1_genomic',cluster5
GCF_020684505_1_ASM2068450v1_genomic',cluster5
GCF_020684525_1_ASM2068452v1_genomic',cluster5
GCF_020684545_1_ASM2068454v1_genomic',cluster5
GCF_020684565_1_ASM2068456v1_genomic',cluster5
GCF_020684585_1_ASM2068458v1_genomic',cluster5
GCF_020684605_1_ASM2068460v1_genomic',cluster5
GCF_020684625_1_ASM2068462v1_genomic',cluster5
GCF_020684645_1_ASM2068464v1_genomic',cluster5
GCF_020684665_1_ASM2068466v1_genomic',cluster5
GCF_020684685_1_ASM2068468v1_genomic',cluster5
GCF_020684705_1_ASM2068470v1_genomic',cluster5
GCF_020684725_1_ASM2068472v1_genomic',cluster5
GCF_020684745_1_ASM2068474v1_genomic',cluster5
GCF_020684765_1_ASM2068476v1_genomic',cluster5
GCF_020684785_1_ASM2068478v1_genomic',cluster5
GCF_020861365_1_ASM2086136v1_genomic',cluster5
GCF_021026275_1_ASM2102627v1_genomic',cluster3
GCF_021083825_1_ASM2108382v1_genomic',cluster3
GCF_021325765_1_ASM2132576v1_genomic',cluster2
GCF_021352405_1_ASM2135240v1_genomic',cluster5
GCF_021352435_1_ASM2135243v1_genomic',cluster3
GCF_021352465_1_ASM2135246v1_genomic',cluster3
GCF_021352475_1_ASM2135247v1_genomic',cluster3
GCF_021352515_1_ASM2135251v1_genomic',cluster3
GCF_021352535_1_ASM2135253v1_genomic',cluster3
GCF_021414725_1_ASM2141472v1_genomic',cluster4
GCF_021535155_1_ASM2153515v1_genomic',cluster5
GCF_021559895_1_ASM2155989v1_genomic',cluster9
GCF_022023995_1_ASM2202399v1_genomic',cluster5
GCF_022870125_1_ASM2287012v1_genomic',cluster9
GCF_022870145_1_ASM2287014v1_genomic',cluster9
GCF_022870165_1_ASM2287016v1_genomic',cluster9
GCF_022870185_1_ASM2287018v1_genomic',cluster9
GCF_022870205_1_ASM2287020v1_genomic',cluster9
GCF_022870225_1_ASM2287022v1_genomic',cluster9
GCF_022870245_1_ASM2287024v1_genomic',cluster9
GCF_022870265_1_ASM2287026v1_genomic',cluster9
GCF_022870285_1_ASM2287028v1_genomic',cluster5
GCF_022870305_1_ASM2287030v1_genomic',cluster1
GCF_022870325_1_ASM2287032v1_genomic',cluster5
GCF_022870345_1_ASM2287034v1_genomic',cluster5
GCF_022870365_1_ASM2287036v1_genomic',cluster5
GCF_022870385_1_ASM2287038v1_genomic',cluster5
GCF_022870405_1_ASM2287040v1_genomic',cluster4
GCF_022870425_1_ASM2287042v1_genomic',cluster9
GCF_022870445_1_ASM2287044v1_genomic',cluster9
GCF_022871085_1_ASM2287108v1_genomic',cluster4
GCF_022871105_1_ASM2287110v1_genomic',cluster4
GCF_022871125_1_ASM2287112v1_genomic',cluster4
GCF_022871145_1_ASM2287114v1_genomic',cluster4
GCF_023864165_1_ASM2386416v1_genomic',cluster9
GCF_023864205_1_ASM2386420v1_genomic',cluster3
GCF_023864225_1_ASM2386422v1_genomic',cluster9
GCF_023864235_1_ASM2386423v1_genomic',cluster9
GCF_023864265_1_ASM2386426v1_genomic',cluster3
GCF_023864305_1_ASM2386430v1_genomic',cluster3
GCF_023864325_1_ASM2386432v1_genomic',cluster3
GCF_023864355_1_ASM2386435v1_genomic',cluster5
GCF_023864375_1_ASM2386437v1_genomic',cluster3
GCF_023864385_1_ASM2386438v1_genomic',cluster3
GCF_023864415_1_ASM2386441v1_genomic',cluster3
GCF_023864435_1_ASM2386443v1_genomic',cluster5
GCF_023864455_1_ASM2386445v1_genomic',cluster3
GCF_023864475_1_ASM2386447v1_genomic',cluster9
GCF_023864495_1_ASM2386449v1_genomic',cluster5
GCF_023864515_1_ASM2386451v1_genomic',cluster5
GCF_023864535_1_ASM2386453v1_genomic',cluster3
GCF_023864545_1_ASM2386454v1_genomic',cluster3
GCF_023864575_1_ASM2386457v1_genomic',cluster3
GCF_023864595_1_ASM2386459v1_genomic',cluster3
GCF_023864615_1_ASM2386461v1_genomic',cluster3
GCF_023864635_1_ASM2386463v1_genomic',cluster3
GCF_023864655_1_ASM2386465v1_genomic',cluster3
GCF_023864675_1_ASM2386467v1_genomic',cluster3
GCF_023864695_1_ASM2386469v1_genomic',cluster3
GCF_023864715_1_ASM2386471v1_genomic',cluster9
GCF_023864725_1_ASM2386472v1_genomic',cluster3
GCF_023864755_1_ASM2386475v1_genomic',cluster3
GCF_023864775_1_ASM2386477v1_genomic',cluster3
GCF_023864795_1_ASM2386479v1_genomic',cluster5
GCF_023864815_1_ASM2386481v1_genomic',cluster3
GCF_023864835_1_ASM2386483v1_genomic',cluster3
GCF_023864845_1_ASM2386484v1_genomic',cluster3
GCF_023864875_1_ASM2386487v1_genomic',cluster3
GCF_023864895_1_ASM2386489v1_genomic',cluster3
GCF_023864905_1_ASM2386490v1_genomic',cluster5
GCF_023864935_1_ASM2386493v1_genomic',cluster3
GCF_023864955_1_ASM2386495v1_genomic',cluster3
GCF_023864975_1_ASM2386497v1_genomic',cluster3
GCF_023864995_1_ASM2386499v1_genomic',cluster9
GCF_023865015_1_ASM2386501v1_genomic',cluster3
GCF_023865035_1_ASM2386503v1_genomic',cluster9
GCF_023865055_1_ASM2386505v1_genomic',cluster3
GCF_023865075_1_ASM2386507v1_genomic',cluster3
GCF_023865085_1_ASM2386508v1_genomic',cluster3
GCF_023865115_1_ASM2386511v1_genomic',cluster3
GCF_023865135_1_ASM2386513v1_genomic',cluster3
GCF_023865155_1_ASM2386515v1_genomic',cluster3
GCF_023865175_1_ASM2386517v1_genomic',cluster9
GCF_023865195_1_ASM2386519v1_genomic',cluster3
GCF_023865215_1_ASM2386521v1_genomic',cluster3
GCF_023865235_1_ASM2386523v1_genomic',cluster3
GCF_023865255_1_ASM2386525v1_genomic',cluster3
GCF_023865275_1_ASM2386527v1_genomic',cluster3
GCF_023865295_1_ASM2386529v1_genomic',cluster9
GCF_024651325_1_ASM2465132v1_genomic',cluster5
GCF_024651345_1_ASM2465134v1_genomic',cluster1
GCF_024651365_1_ASM2465136v1_genomic',cluster1
GCF_024651375_1_ASM2465137v1_genomic',cluster1
GCF_024651405_1_ASM2465140v1_genomic',cluster5
GCF_024651415_1_ASM2465141v1_genomic',cluster5
GCF_024651445_1_ASM2465144v1_genomic',cluster5
GCF_024651465_1_ASM2465146v1_genomic',cluster5
GCF_024651485_1_ASM2465148v1_genomic',cluster1
GCF_024651505_1_ASM2465150v1_genomic',cluster5
GCF_024651515_1_ASM2465151v1_genomic',cluster5
GCF_024651545_1_ASM2465154v1_genomic',cluster7
GCF_024651565_1_ASM2465156v1_genomic',cluster1
GCF_024651585_1_ASM2465158v1_genomic',cluster5
GCF_024651595_1_ASM2465159v1_genomic',cluster5
GCF_024651625_1_ASM2465162v1_genomic',cluster1
GCF_024651645_1_ASM2465164v1_genomic',cluster1
GCF_024651665_1_ASM2465166v1_genomic',cluster5
GCF_024651685_1_ASM2465168v1_genomic',cluster5
GCF_024651705_1_ASM2465170v1_genomic',cluster5
GCF_024651725_1_ASM2465172v1_genomic',cluster5
GCF_024651745_1_ASM2465174v1_genomic',cluster5
GCF_024651755_1_ASM2465175v1_genomic',cluster5
GCF_024651785_1_ASM2465178v1_genomic',cluster1
GCF_025399275_1_ASM2539927v1_genomic',cluster5
GCF_025399305_1_ASM2539930v1_genomic',cluster5
GCF_025399455_1_ASM2539945v1_genomic',cluster5
GCF_025399465_1_ASM2539946v1_genomic',cluster5
GCF_025399495_1_ASM2539949v1_genomic',cluster5
GCF_025399505_1_ASM2539950v1_genomic',cluster5
GCF_025399615_1_ASM2539961v1_genomic',cluster5
GCF_025447365_1_ASM2544736v1_genomic',cluster9
GCF_025447415_1_ASM2544741v1_genomic',cluster9
GCF_025447435_1_ASM2544743v1_genomic',cluster9
GCF_025447455_1_ASM2544745v1_genomic',cluster3
GCF_025447495_1_ASM2544749v1_genomic',cluster9
GCF_025818635_1_ASM2581863v1_genomic',cluster4
GCF_025818645_1_ASM2581864v1_genomic',cluster3
GCF_025818655_1_ASM2581865v1_genomic',cluster4
GCF_025818665_1_ASM2581866v1_genomic',cluster5
GCF_025818735_1_ASM2581873v1_genomic',cluster3
GCF_025818785_1_ASM2581878v1_genomic',cluster5
GCF_025819575_1_ASM2581957v1_genomic',cluster5
GCF_025819585_1_ASM2581958v1_genomic',cluster3
GCF_025819605_1_ASM2581960v1_genomic',cluster3
GCF_025819635_1_ASM2581963v1_genomic',cluster3
GCF_025819655_1_ASM2581965v1_genomic',cluster3
GCF_025819665_1_ASM2581966v1_genomic',cluster4
GCF_025819755_1_ASM2581975v1_genomic',cluster3
GCF_025822665_1_ASM2582266v1_genomic',cluster2
GCF_025908415_1_ASM2590841v1_genomic',cluster2
GCF_025916375_1_ASM2591637v1_genomic',cluster1
GCF_025916385_1_ASM2591638v1_genomic',cluster1
GCF_025916415_1_ASM2591641v1_genomic',cluster5
GCF_025916475_1_ASM2591647v1_genomic',cluster7
GCF_025916485_1_ASM2591648v1_genomic',cluster1
GCF_025916495_1_ASM2591649v1_genomic',cluster1
GCF_025916585_1_ASM2591658v1_genomic',cluster5
GCF_025916625_1_ASM2591662v1_genomic',cluster1
GCF_025916695_1_ASM2591669v1_genomic',cluster5
GCF_025916715_1_ASM2591671v1_genomic',cluster5
GCF_025916755_1_ASM2591675v1_genomic',cluster1
GCF_025916805_1_ASM2591680v1_genomic',cluster5
GCF_025916815_1_ASM2591681v1_genomic',cluster5
GCF_025916895_1_ASM2591689v1_genomic',cluster5
GCF_025916905_1_ASM2591690v1_genomic',cluster5
GCF_025916995_1_ASM2591699v1_genomic',cluster1
GCF_025917015_1_ASM2591701v1_genomic',cluster5
GCF_025917075_1_ASM2591707v1_genomic',cluster1
GCF_025917105_1_ASM2591710v1_genomic',cluster5
GCF_025917155_1_ASM2591715v1_genomic',cluster5
GCF_025917215_1_ASM2591721v1_genomic',cluster7
GCF_026013685_1_ASM2601368v1_genomic',cluster2
GCF_026167585_1_ASM2616758v1_genomic',cluster4
GCF_026185275_1_ASM2618527v1_genomic',cluster5
GCF_026727575_1_ASM2672757v1_genomic',cluster2
GCF_026727615_1_ASM2672761v1_genomic',cluster2
GCF_027912555_1_ASM2791255v1_genomic',cluster4
GCF_028583125_1_ASM2858312v1_genomic',cluster2
GCF_028583145_1_ASM2858314v1_genomic',cluster2
GCF_028583165_1_ASM2858316v1_genomic',cluster2
GCF_028583185_1_ASM2858318v1_genomic',cluster2
GCF_028583205_1_ASM2858320v1_genomic',cluster2
GCF_028583225_1_ASM2858322v1_genomic',cluster2
GCF_028583245_1_ASM2858324v1_genomic',cluster2
GCF_028583265_1_ASM2858326v1_genomic',cluster2
GCF_028583285_1_ASM2858328v1_genomic',cluster2
GCF_028583305_1_ASM2858330v1_genomic',cluster2
GCF_028752235_1_ASM2875223v1_genomic',cluster2
GCF_028768425_1_ASM2876842v1_genomic',cluster2
GCF_029867045_1_ASM2986704v1_genomic',cluster5
GCF_029867065_1_ASM2986706v1_genomic',cluster5
GCF_029867085_1_ASM2986708v1_genomic',cluster1
GCF_029867105_1_ASM2986710v1_genomic',cluster5
GCF_029867125_1_ASM2986712v1_genomic',cluster5
GCF_029867145_1_ASM2986714v1_genomic',cluster5
GCF_029867165_1_ASM2986716v1_genomic',cluster5
GCF_029867185_1_ASM2986718v1_genomic',cluster5
GCF_029867205_1_ASM2986720v1_genomic',cluster7
GCF_029867225_1_ASM2986722v1_genomic',cluster5
GCF_029867245_1_ASM2986724v1_genomic',cluster4
GCF_029867265_1_ASM2986726v1_genomic',cluster1
GCF_030053035_1_ASM3005303v1_genomic',cluster1
GCF_030143825_1_ASM3014382v1_genomic',cluster4
GCF_030238525_1_ASM3023852v1_genomic',cluster3
GCF_030238545_1_ASM3023854v1_genomic',cluster3
GCF_030238565_1_ASM3023856v1_genomic',cluster3
GCF_030238585_1_ASM3023858v1_genomic',cluster5
GCF_030238635_1_ASM3023863v1_genomic',cluster3
GCF_030242485_1_ASM3024248v1_genomic',cluster3
GCF_030242515_1_ASM3024251v1_genomic',cluster5
GCF_030242525_1_ASM3024252v1_genomic',cluster5
GCF_030242545_1_ASM3024254v1_genomic',cluster5
GCF_030242585_1_ASM3024258v1_genomic',cluster5
GCF_030242605_1_ASM3024260v1_genomic',cluster5
GCF_030242615_1_ASM3024261v1_genomic',cluster5
GCF_030242625_1_ASM3024262v1_genomic',cluster5
GCF_030242645_1_ASM3024264v1_genomic',cluster5
GCF_030242685_1_ASM3024268v1_genomic',cluster3
GCF_030242705_1_ASM3024270v1_genomic',cluster3
GCF_030242725_1_ASM3024272v1_genomic',cluster5
GCF_030242735_1_ASM3024273v1_genomic',cluster3
GCF_030242755_1_ASM3024275v1_genomic',cluster3
GCF_030244445_1_ASM3024444v1_genomic',cluster3
GCF_030244465_1_ASM3024446v1_genomic',cluster3
GCF_030244485_1_ASM3024448v1_genomic',cluster3
GCF_030244505_1_ASM3024450v1_genomic',cluster3
GCF_030244515_1_ASM3024451v1_genomic',cluster3
GCF_030244545_1_ASM3024454v1_genomic',cluster5
GCF_030244555_1_ASM3024455v1_genomic',cluster3
GCF_030244585_1_ASM3024458v1_genomic',cluster5
GCF_030244605_1_ASM3024460v1_genomic',cluster5
GCF_030244625_1_ASM3024462v1_genomic',cluster5
GCF_030244645_1_ASM3024464v1_genomic',cluster3
GCF_030244655_1_ASM3024465v1_genomic',cluster3
GCF_030244685_1_ASM3024468v1_genomic',cluster5
GCF_030244725_1_ASM3024472v1_genomic',cluster3
GCF_030246455_1_ASM3024645v1_genomic',cluster3
